,symbol,companyName,sectorKey,industryKey
1438,MYE,"Myers Industries, Inc.",consumer-cyclical,packaging-containers
1439,MYI,"BlackRock MuniYield Quality Fund III, Inc.",financial-services,asset-management
1440,MYN,"BlackRock MuniYield New York Quality Fund, Inc.",financial-services,asset-management
1441,NABL,"N-able, Inc.",technology,information-technology-services
1442,NAC,Nuveen California Quality Municipal Income Fund,financial-services,asset-management
1443,NAD,Nuveen Quality Municipal Income Fund,financial-services,asset-management
1444,NAN,Nuveen New York Quality Municipal Income Fund,financial-services,asset-management
1445,NAT,Nordic American Tankers Limited,energy,oil-gas-midstream
1446,NATL,NCR Atleos Corporation,technology,software-application
1447,NAZ,Nuveen Arizona Quality Municipal Income Fund,financial-services,asset-management
1448,NBB,Nuveen Taxable Municipal Income Fund,financial-services,asset-management
1449,NBHC,National Bank Holdings Corporation,financial-services,banks-regional
1450,NBR,Nabors Industries Ltd.,energy,oil-gas-drilling
1451,NBXG,Neuberger Berman Next Generation Connectivity Fund Inc.,financial-services,asset-management
1452,NC,"NACCO Industries, Inc.",energy,thermal-coal
1453,NCA,Nuveen California Municipal Value Fund,financial-services,asset-management
1454,NCDL,Nuveen Churchill Direct Lending Corp.,financial-services,asset-management
1455,NCLH,Norwegian Cruise Line Holdings Ltd.,consumer-cyclical,travel-services
1456,NCV,Virtus Convertible & Income Fund,financial-services,asset-management
1457,NCZ,Virtus Convertible & Income Fund II,financial-services,asset-management
1458,NDMO,Nuveen Dynamic Municipal Opportunities Fund,financial-services,asset-management
1459,NE,Noble Corporation plc,energy,oil-gas-drilling
1460,NEA,Nuveen AMT-Free Quality Municipal Income Fund,financial-services,asset-management
1461,NEE,"NextEra Energy, Inc.",utilities,utilities-regulated-electric
1462,NEM,Newmont Corporation,basic-materials,gold
1463,NET,"Cloudflare, Inc.",technology,software-infrastructure
1464,NEU,NewMarket Corporation,basic-materials,specialty-chemicals
1465,NEUE,"NeueHealth, Inc.",healthcare,healthcare-plans
1466,NEXA,Nexa Resources S.A.,basic-materials,other-industrial-metals-mining
1467,NFG,National Fuel Gas Company,energy,oil-gas-integrated
1468,NFJ,"Virtus Dividend, Interest & Premium Strategy Fund",financial-services,asset-management
1469,NGG,National Grid plc,utilities,utilities-regulated-electric
1470,NGL,NGL Energy Partners LP,energy,oil-gas-midstream
1471,NGS,"Natural Gas Services Group, Inc.",energy,oil-gas-equipment-services
1472,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",consumer-defensive,grocery-stores
1473,NGVT,Ingevity Corporation,basic-materials,specialty-chemicals
1474,NHI,"National Health Investors, Inc.",real-estate,reit-healthcare-facilities
1475,NI,NiSource Inc.,utilities,utilities-regulated-gas
1476,NIC,"Nicolet Bankshares, Inc.",financial-services,banks-regional
1477,NIE,Virtus Equity & Convertible Income Fund,financial-services,asset-management
1478,NIM,Nuveen Select Maturities Municipal Fund,financial-services,asset-management
1479,NINE,"Nine Energy Service, Inc.",energy,oil-gas-equipment-services
1480,NIO,NIO Inc.,consumer-cyclical,auto-manufacturers
1481,NJR,New Jersey Resources Corporation,utilities,utilities-regulated-gas
1482,NKE,"NIKE, Inc.",consumer-cyclical,footwear-accessories
1483,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,financial-services,asset-management
1484,NL,"NL Industries, Inc.",industrials,security-protection-services
1485,NLOP,Net Lease Office Properties,real-estate,reit-office
1486,NLY,"Annaly Capital Management, Inc.",real-estate,reit-mortgage
1487,NMAI,Nuveen Multi-Asset Income Fund,financial-services,asset-management
1488,NMAX,"Newsmax, Inc.",communication-services,broadcasting
1489,NMCO,Nuveen Municipal Credit Opportunities Fund,financial-services,asset-management
1490,NMG,Nouveau Monde Graphite Inc.,basic-materials,other-industrial-metals-mining
1491,NMI,"Nuveen Municipal Income Fund, Inc.",financial-services,asset-management
1492,NMM,Navios Maritime Partners L.P.,industrials,marine-shipping
1493,NMR,"Nomura Holdings, Inc.",financial-services,capital-markets
1494,NMS,Nuveen Minnesota Quality Municipal Income Fund,financial-services,asset-management
1495,NMT,Nuveen Massachusetts Quality Municipal Income Fund,financial-services,asset-management
1496,NMZ,Nuveen Municipal High Income Opportunity Fund,financial-services,asset-management
1497,NNI,"Nelnet, Inc.",financial-services,credit-services
1498,NNN,"NNN REIT, Inc.",real-estate,reit-retail
1499,NNY,Nuveen New York Municipal Value Fund,financial-services,asset-management
1500,NOA,North American Construction Group Ltd.,energy,oil-gas-equipment-services
1501,NOAH,Noah Holdings Limited,financial-services,asset-management
1502,NOC,Northrop Grumman Corporation,industrials,aerospace-defense
1503,NOG,"Northern Oil and Gas, Inc.",energy,oil-gas-e-p
1504,NOK,Nokia Oyj,technology,communication-equipment
1505,NOM,Nuveen Missouri Quality Municipal Income Fund,financial-services,asset-management
1506,NOMD,Nomad Foods Limited,consumer-defensive,packaged-foods
1507,NOTE,"FiscalNote Holdings, Inc.",technology,information-technology-services
1508,NOV,NOV Inc.,energy,oil-gas-equipment-services
1509,NOVA,Sunnova Energy International Inc.,technology,solar
1510,NOW,"ServiceNow, Inc.",technology,software-application
1511,NPB,"Northpointe Bancshares, Inc.",financial-services,banks-regional
1512,NPCT,Nuveen Core Plus Impact Fund,financial-services,asset-management
1513,NPFD,Nuveen Variable Rate Preferred & Income Fund,financial-services,asset-management
1514,NPK,"National Presto Industries, Inc.",industrials,aerospace-defense
1515,NPKI,NPK International Inc.,energy,oil-gas-equipment-services
1516,NPO,Enpro Inc.,industrials,specialty-industrial-machinery
1517,NPV,Nuveen Virginia Quality Municipal Income Fund,financial-services,asset-management
1518,NPWR,NET Power Inc.,industrials,specialty-industrial-machinery
1519,NQP,Nuveen Pennsylvania Quality Municipal Income Fund,financial-services,asset-management
1520,NRDY,"Nerdy, Inc.",technology,software-application
1521,NREF,"NexPoint Real Estate Finance, Inc.",real-estate,reit-mortgage
1522,NRG,"NRG Energy, Inc.",utilities,utilities-independent-power-producers
1523,NRGV,"Energy Vault Holdings, Inc.",utilities,utilities-renewable
1524,NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,financial-services,asset-management
1525,NRP,Natural Resource Partners L.P.,energy,thermal-coal
1526,NRT,North European Oil Royalty Trust,energy,oil-gas-e-p
1527,NRUC,National Rural Utilities Cooper,N/A,N/A
1528,NSA,National Storage Affiliates Trust,real-estate,reit-industrial
1529,NSC,Norfolk Southern Corporation,industrials,railroads
1530,NSP,"Insperity, Inc.",industrials,staffing-employment-services
1531,NTB,The Bank of N.T. Butterfield & Son Limited,financial-services,banks-diversified
1532,NTR,Nutrien Ltd.,basic-materials,agricultural-inputs
1533,NTST,NETSTREIT Corp.,real-estate,reit-retail
1534,NTZ,Natuzzi S.p.A.,consumer-cyclical,furnishings-fixtures-appliances
1535,NU,Nu Holdings Ltd.,financial-services,banks-regional
1536,NUE,Nucor Corporation,basic-materials,steel
1537,NUS,"Nu Skin Enterprises, Inc.",consumer-defensive,household-personal-products
1538,NUV,"Nuveen Municipal Value Fund, Inc.",financial-services,asset-management
1539,NUVB,Nuvation Bio Inc.,healthcare,biotechnology
1540,NUW,Nuveen AMT-Free Municipal Value Fund,financial-services,asset-management
1541,NVG,Nuveen AMT-Free Municipal Credit Income Fund,financial-services,asset-management
1542,NVGS,Navigator Holdings Ltd.,energy,oil-gas-midstream
1543,NVO,Novo Nordisk A/S,healthcare,drug-manufacturers-general
1544,NVR,"NVR, Inc.",consumer-cyclical,residential-construction
1545,NVRI,Enviri Corporation,industrials,waste-management
1546,NVS,Novartis AG,healthcare,drug-manufacturers-general
1547,NVST,Envista Holdings Corporation,healthcare,medical-instruments-supplies
1548,NVT,nVent Electric plc,industrials,electrical-equipment-parts
1549,NWG,NatWest Group plc,financial-services,banks-regional
1550,NWN,Northwest Natural Holding Company,utilities,utilities-regulated-gas
1551,NX,Quanex Building Products Corporation,industrials,building-products-equipment
1552,NXC,Nuveen California Select Tax-Free Income Portfolio,financial-services,asset-management
1553,NXDT,NexPoint Diversified Real Estate Trust,real-estate,reit-diversified
1554,NXE,NexGen Energy Ltd.,energy,uranium
1555,NXG,NXG NextGen Infrastructure Income Fund,financial-services,asset-management
1556,NXJ,Nuveen New Jersey Quality Municipal Income Fund,financial-services,asset-management
1557,NXN,Nuveen New York Select Tax-Free Income Portfolio,financial-services,asset-management
1558,NXP,Nuveen Select Tax-Free Income Portfolio,financial-services,asset-management
1559,NXRT,"NexPoint Residential Trust, Inc.",real-estate,reit-residential
1560,NYC,American Strategic Investment Co.,real-estate,real-estate-services
1561,NYT,The New York Times Company,communication-services,publishing
1562,NZF,Nuveen Municipal Credit Income Fund,financial-services,asset-management
1563,O,Realty Income Corporation,real-estate,reit-retail
1564,OBDC,Blue Owl Capital Corporation,financial-services,asset-management
1565,OBK,"Origin Bancorp, Inc.",financial-services,banks-regional
1566,OC,Owens Corning,industrials,building-products-equipment
1567,OCFT,"OneConnect Financial Technology Co., Ltd.",technology,software-application
1568,ODC,Oil-Dri Corporation of America,basic-materials,specialty-chemicals
1569,ODV,Osisko Development Corp.,basic-materials,gold
1570,OEC,Orion S.A.,basic-materials,specialty-chemicals
1571,OFG,OFG Bancorp,financial-services,banks-regional
1572,OGE,OGE Energy Corp.,utilities,utilities-regulated-electric
1573,OGN,Organon & Co.,healthcare,drug-manufacturers-general
1574,OGS,"ONE Gas, Inc.",utilities,utilities-regulated-gas
1575,OHI,"Omega Healthcare Investors, Inc.",real-estate,reit-healthcare-facilities
1576,OI,"O-I Glass, Inc.",consumer-cyclical,packaging-containers
1577,OIA,Invesco Municipal Income Opportunities Trust,financial-services,asset-management
1578,OII,"Oceaneering International, Inc.",energy,oil-gas-equipment-services
1579,OIS,"Oil States International, Inc.",energy,oil-gas-equipment-services
1580,OKE,"ONEOK, Inc.",energy,oil-gas-midstream
1581,OKLO,Oklo Inc.,utilities,utilities-regulated-electric
1582,OLN,Olin Corporation,basic-materials,chemicals
1583,OLO,Olo Inc.,technology,software-application
1584,OLP,"One Liberty Properties, Inc.",real-estate,reit-diversified
1585,OMC,Omnicom Group Inc.,communication-services,advertising-agencies
1586,OMF,"OneMain Holdings, Inc.",financial-services,credit-services
1587,OMI,"Owens & Minor, Inc.",healthcare,medical-distribution
1588,ONIT,Onity Group Inc.,financial-services,mortgage-finance
1589,ONL,Orion Properties Inc.,real-estate,reit-office
1590,ONON,On Holding AG,consumer-cyclical,footwear-accessories
1591,ONTF,"ON24, Inc.",technology,software-application
1592,ONTO,Onto Innovation Inc.,technology,semiconductor-equipment-materials
1593,OOMA,"Ooma, Inc.",technology,software-application
1594,OPAD,Offerpad Solutions Inc.,real-estate,real-estate-services
1595,OPFI,OppFi Inc.,financial-services,credit-services
1596,OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",financial-services,asset-management
1597,OPY,Oppenheimer Holdings Inc.,financial-services,capital-markets
1598,OR,OR Royalties Inc.,basic-materials,gold
1599,ORA,"Ormat Technologies, Inc.",utilities,utilities-renewable
1600,ORC,"Orchid Island Capital, Inc.",real-estate,reit-mortgage
1601,ORCL,Oracle Corporation,technology,software-infrastructure
1602,ORI,Old Republic International Corporation,financial-services,insurance-property-casualty
1603,ORN,"Orion Group Holdings, Inc.",industrials,engineering-construction
1604,OSCR,"Oscar Health, Inc.",healthcare,healthcare-plans
1605,OSK,Oshkosh Corporation,industrials,farm-heavy-construction-machinery
1606,OTIS,Otis Worldwide Corporation,industrials,specialty-industrial-machinery
1607,OUT,OUTFRONT Media Inc.,real-estate,reit-specialty
1608,OVV,Ovintiv Inc.,energy,oil-gas-e-p
1609,OWL,Blue Owl Capital Inc.,financial-services,asset-management
1610,OWLT,"Owlet, Inc.",healthcare,medical-devices
1611,OXM,"Oxford Industries, Inc.",consumer-cyclical,apparel-manufacturing
1612,OXY,Occidental Petroleum Corporation,energy,oil-gas-e-p
1613,PAAS,Pan American Silver Corp.,basic-materials,gold
1614,PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",industrials,airports-air-services
1615,PACK,Ranpak Holdings Corp.,consumer-cyclical,packaging-containers
1616,PACS,"PACS Group, Inc.",healthcare,medical-care-facilities
1617,PAG,"Penske Automotive Group, Inc.",consumer-cyclical,auto-truck-dealerships
1618,PAGS,PagSeguro Digital Ltd.,technology,software-infrastructure
1619,PAI,Western Asset Investment Grade Income Fund Inc.,financial-services,asset-management
1620,PAM,Pampa Energía S.A.,utilities,utilities-independent-power-producers
1621,PAR,PAR Technology Corporation,technology,software-application
1622,PARR,"Par Pacific Holdings, Inc.",energy,oil-gas-refining-marketing
1623,PATH,UiPath Inc.,technology,software-infrastructure
1624,PAXS,PIMCO Access Income Fund,financial-services,asset-management
1625,PAY,"Paymentus Holdings, Inc.",technology,software-infrastructure
1626,PAYC,"Paycom Software, Inc.",technology,software-application
1627,PB,"Prosperity Bancshares, Inc.",financial-services,banks-regional
1628,PBA,Pembina Pipeline Corporation,energy,oil-gas-midstream
1629,PBF,PBF Energy Inc.,energy,oil-gas-refining-marketing
1630,PBH,Prestige Consumer Healthcare Inc.,healthcare,drug-manufacturers-specialty-generic
1631,PBI,Pitney Bowes Inc.,industrials,integrated-freight-logistics
1632,PBR,Petróleo Brasileiro S.A. - Petrobras,energy,oil-gas-integrated
1633,PBT,Permian Basin Royalty Trust,energy,oil-gas-midstream
1634,PCF,High Income Securities Fund,financial-services,asset-management
1635,PCG,PG&E Corporation,utilities,utilities-regulated-electric
1636,PCK,PIMCO California Municipal Income Fund II,financial-services,asset-management
1637,PCM,PCM Fund Inc.,financial-services,asset-management
1638,PCN,PIMCO Corporate & Income Strategy Fund,financial-services,asset-management
1639,PCOR,"Procore Technologies, Inc.",technology,software-application
1640,PCQ,PIMCO California Municipal Income Fund,financial-services,asset-management
1641,PD,"PagerDuty, Inc.",technology,software-application
1642,PDCC,Pearl Diver Credit Company Inc.,financial-services,asset-management
1643,PDI,PIMCO Dynamic Income Fund,financial-services,asset-management
1644,PDM,"Piedmont Office Realty Trust, Inc.",real-estate,reit-office
1645,PDO,Pimco Dynamic Income Opportunities Fund,financial-services,asset-management
1646,PDPA,Pearl Diver Credit Company Inc.,financial-services,asset-management
1647,PDS,Precision Drilling Corporation,energy,oil-gas-drilling
1648,PDT,John Hancock Premium Dividend Fund,financial-services,asset-management
1649,PDX,PIMCO Dynamic Income Strategy Fund,financial-services,asset-management
1650,PEB,Pebblebrook Hotel Trust,real-estate,reit-hotel-motel
1651,PEG,Public Service Enterprise Group Incorporated,utilities,utilities-regulated-electric
1652,PEN,"Penumbra, Inc.",healthcare,medical-devices
1653,PEO,"Adams Natural Resources Fund, Inc.",financial-services,asset-management
1654,PERF,Perfect Corp.,technology,software-application
1655,PFD,Flaherty & Crumrine Preferred Income Fund Inc.,financial-services,asset-management
1656,PFE,Pfizer Inc.,healthcare,drug-manufacturers-general
1657,PFGC,Performance Food Group Company,consumer-defensive,food-distribution
1658,PFH,CABCO Trust for JC Penney Debentures,N/A,N/A
1659,PFL,PIMCO Income Strategy Fund,financial-services,asset-management
1660,PFLT,PennantPark Floating Rate Capital Ltd.,financial-services,asset-management
1661,PFN,PIMCO Income Strategy Fund II,financial-services,asset-management
